Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 97.0.4692.99,,,2022-01-31 12:03:59,2022-01-31 12:04:00,1.383s,PASSED
,,,,,,,
Test Cases/Ejercicio1.1/Test_case_3_login,Chrome 97.0.4692.99,,,2022-01-31 12:04:00,2022-01-31 12:04:42,41.976s,PASSED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-01-31 12:04:01,2022-01-31 12:04:06,4.804s,PASSED
"navigateToUrl(""https://www.amazon.com/ap/signin?_encoding=UTF8&language=es&openid.assoc_handle=usflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fgp%2Fyourstore%2Fhome%3Fie%3DUTF8%26action%3Dsign-out%26language%3Des%26path%3D%252Fgp%252Fyourstore%252Fhome%26ref_%3Dnav_AccountFlyout_signout%26signIn%3D1%26useRedirectOnSuccess%3D1"")",Chrome 97.0.4692.99,,,2022-01-31 12:04:06,2022-01-31 12:04:16,10.616s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Escriba su correo electrnico o su nme_4466f0""), 0)",Chrome 97.0.4692.99,,,2022-01-31 12:04:16,2022-01-31 12:04:17,0.483s,PASSED
"setText(findTestObject(""Object Repository/RecordAndReplay3/Script3/Page_Amazon Iniciar sesin/input_Direccin de correo electrnico o nmero_cfb2c0""), ""nayeliangelicamartinezmoreta@gmail.com"")",Chrome 97.0.4692.99,,,2022-01-31 12:04:17,2022-01-31 12:04:18,0.852s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Direccin de correo electrnico o nmero_cfb2c0""))",Chrome 97.0.4692.99,,,2022-01-31 12:04:18,2022-01-31 12:04:18,0.700s,PASSED
"click(findTestObject(""Object Repository/RecordAndReplay3/Script3/Page_Amazon Iniciar sesin/input_Escriba su correo electrnico o su nme_4466f0""))",Chrome 97.0.4692.99,,,2022-01-31 12:04:18,2022-01-31 12:04:23,4.470s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Introduce tu contrasea_signInSubmit""), 0)",Chrome 97.0.4692.99,,,2022-01-31 12:04:23,2022-01-31 12:04:23,0.589s,PASSED
"setEncryptedText(findTestObject(""Object Repository/RecordAndReplay3/Script3/Page_Amazon Iniciar sesin/input_Olvidaste tu contrasea_password""), ""d6govjA23wZtxZngzvncjw=="")",Chrome 97.0.4692.99,,,2022-01-31 12:04:23,2022-01-31 12:04:24,0.592s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Olvidaste tu contrasea_password""))",Chrome 97.0.4692.99,,,2022-01-31 12:04:24,2022-01-31 12:04:24,0.421s,PASSED
"click(findTestObject(""Object Repository/RecordAndReplay3/Script3/Page_Amazon Iniciar sesin/input_Introduce tu contrasea_signInSubmit""))",Chrome 97.0.4692.99,,,2022-01-31 12:04:24,2022-01-31 12:04:25,0.537s,PASSED
delay(3),Chrome 97.0.4692.99,,,2022-01-31 12:04:25,2022-01-31 12:04:28,3.006s,PASSED
closeBrowser(),Chrome 97.0.4692.99,,,2022-01-31 12:04:28,2022-01-31 12:04:42,14.150s,PASSED
,,,,,,,
Test Cases/Ejercicio1.1/Test_case_4_login,Chrome 97.0.4692.99,,,2022-01-31 12:04:42,2022-01-31 12:05:20,37.563s,PASSED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-01-31 12:04:43,2022-01-31 12:04:48,4.869s,PASSED
"navigateToUrl(""https://www.amazon.com/ap/signin?_encoding=UTF8&language=es&openid.assoc_handle=usflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fgp%2Fyourstore%2Fhome%3Fie%3DUTF8%26action%3Dsign-out%26language%3Des%26path%3D%252Fgp%252Fyourstore%252Fhome%26ref_%3Dnav_AccountFlyout_signout%26signIn%3D1%26useRedirectOnSuccess%3D1"")",Chrome 97.0.4692.99,,,2022-01-31 12:04:48,2022-01-31 12:05:04,16.588s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Escriba su correo electrnico o su nme_4466f0""), 0)",Chrome 97.0.4692.99,,,2022-01-31 12:05:04,2022-01-31 12:05:05,0.529s,PASSED
"setText(findTestObject(""Object Repository/RecordAndReplay4/Script4/Page_Amazon Iniciar sesin/input_Direccin de correo electrnico o nmero_cfb2c0""), ""nayeliangelicamartinezmoreta@gmail.com"")",Chrome 97.0.4692.99,,,2022-01-31 12:05:05,2022-01-31 12:05:06,0.954s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Direccin de correo electrnico o nmero_cfb2c0""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:06,2022-01-31 12:05:06,0.432s,PASSED
"click(findTestObject(""Object Repository/RecordAndReplay4/Script4/Page_Amazon Iniciar sesin/input_Escriba su correo electrnico o su nme_4466f0""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:06,2022-01-31 12:05:14,7.586s,PASSED
"click(findTestObject(""Object Repository/RecordAndReplay4/Script4/Page_Amazon Iniciar sesin/input_Introduce tu contrasea_signInSubmit""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:14,2022-01-31 12:05:15,0.777s,PASSED
"click(findTestObject(""Object Repository/RecordAndReplay4/Script4/Page_Amazon Iniciar sesin/div_Introduce tu contrasea""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:15,2022-01-31 12:05:15,0.849s,PASSED
delay(3),Chrome 97.0.4692.99,,,2022-01-31 12:05:15,2022-01-31 12:05:18,3.004s,PASSED
closeBrowser(),Chrome 97.0.4692.99,,,2022-01-31 12:05:18,2022-01-31 12:05:20,1.141s,PASSED
,,,,,,,
Test Cases/Ejercicio1.1/Test_case_5_login,Chrome 97.0.4692.99,,,2022-01-31 12:05:20,2022-01-31 12:05:50,30.467s,PASSED
"openBrowser("""")",Chrome 97.0.4692.99,,,2022-01-31 12:05:21,2022-01-31 12:05:27,6.732s,PASSED
"navigateToUrl(""https://www.amazon.com/ap/signin?_encoding=UTF8&language=es&openid.assoc_handle=usflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fgp%2Fyourstore%2Fhome%3Fie%3DUTF8%26action%3Dsign-out%26language%3Des%26path%3D%252Fgp%252Fyourstore%252Fhome%26ref_%3Dnav_AccountFlyout_signout%26signIn%3D1%26useRedirectOnSuccess%3D1"")",Chrome 97.0.4692.99,,,2022-01-31 12:05:27,2022-01-31 12:05:42,14.955s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Escriba su correo electrnico o su nme_4466f0""), 0)",Chrome 97.0.4692.99,,,2022-01-31 12:05:42,2022-01-31 12:05:43,0.689s,PASSED
"click(findTestObject(""Object Repository/RecorAndReplay5/Script/Page_Amazon Iniciar sesin/input_Escriba su correo electrnico o su nme_4466f0""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:43,2022-01-31 12:05:44,1.021s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/RecordAndReplay1/Script1/Page_Amazon Iniciar sesin/input_Direccin de correo electrnico o nmero_cfb2c0""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:44,2022-01-31 12:05:45,1.088s,PASSED
"click(findTestObject(""Object Repository/RecorAndReplay5/Script/Page_Amazon Iniciar sesin/div_Escriba su correo electrnico o su nmero_20b649""))",Chrome 97.0.4692.99,,,2022-01-31 12:05:45,2022-01-31 12:05:46,1.036s,PASSED
delay(3),Chrome 97.0.4692.99,,,2022-01-31 12:05:46,2022-01-31 12:05:49,3.005s,PASSED
closeBrowser(),Chrome 97.0.4692.99,,,2022-01-31 12:05:49,2022-01-31 12:05:50,1.044s,PASSED
